892866	what season is scandal	n
1053465	who was born on 15 April	n
841772	what is the puerperium period	n
1101947	why was cesar millan under investigation	m
900984	what temp does pork roast need to cook to	n
879499	what movies does dove cameron play in	f
1001902	where was abraham lincoln born and raised	m
985266	where is jarvis?	m
957761	when was frederick born	m
335545	how old is keke palmer	f
131315	definition legal candidate quotas	n
1000563	where did robin williams grow up	m
236278	how is back pay for disability determined	n
238050	how jesus is risen in 3rd day from friday to sunday	m
725360	what is born in bristol	n
939303	when did john steinbeck's the pearl take place	m
987986	who plays double g in-game shakers	n
1006313	when did piaget begin studying children	n
59199	calorie needs of teenagers	n
987407	who should have played bella swan	f
1045774	what is star food	n
1011477	what were athena's symbols	f
1056916	who was the voice of cinderella	f
895130	what size does a child have to be to move to a booster seat	n
537185	vintage native american squash blossom necklace	n
1054842	what is gamma beta phi society	n
1034420	who is john distefano	m
682681	what is a evangelist preacher	n
402662	is an ira distribution a cash payment	n
988351	who old is john oliver	m
1095143	how old is thomas brodie	m
1020103	what sports do shaun white play	m
1016580	what tv show is erin moran in	f
989095	who is ted on cheers	m
982802	where is fort ashby road in wv	n
762888	what is katie couric d	f
269077	how long to cook a 3 pound pork roast	n
324950	how much money does a vet make a year	n
958989	when was mrs. potato head music video released	f
1095010	how tall is kate middleton height and weight	f
1003493	when jane addams born	f
557885	what are dog pokemons names	n
918383	what was george h. w. bush's religion	m
341405	how tall is thalia	f
986557	who was known to make the piano famous	n
1096583	how many times did telemachus try to string the bow?	m
48774	barbra streisand net worth net worth	f
1037032	who is pete davidson	m
1081559	young jeezy's net worth	m
218294	how do i get my 3 1/2 year old to poop in the toilet	n
31497	average bust size proportionate to height	n
1024380	what name did bob hope box under	m
887909	what position does lebron play	m
144096	did i meten im in lov with u lyrics decendents	n
904180	what time are the oscars announced	n
560139	what are human rights? human rights awareness	n
880775	what nationality is melania trump	f
1032224	who is doctor seuss	m
957823	when was george washington was born	m
860242	what is vanessa williams ethnicity	f
1084390	what does a squirrel make their nest with	n
418550	is morrow a jewish name	n
1005979	when did the great depression end for ub	n
1062625	why did james mcavoy divorce	m
1097500	how many calories burned active day	n
1028173	what isis	n
1098321	how long does it take a culture strep test to come back	n
511459	tell me how to change your name	n
1087912	what age did hank williams died	m
1087908	what age did wilma die	f
1031737	who is credited with first observing cells?	n
1024623	what movement is malcolm x in	m
1094303	iq scores are measured with a test designed so that the mean is	n
950731	when is it officially your birthday	n
203256	hillary clinton shattered	f
996489	where was elvis born?	m
957787	when was galileo convicted heresy	m
1026655	who did wayne gretzky score most against	m
958078	when was hugo montenegro born	m
1086926	what are the names of alexander graham bell children	m
991604	who invented a mouse and when	n
996068	which actor played inspector clouseau? alan arkin	m
1095159	how old is shane mc	m
685013	what is a gonad?	n
1055656	who was the austrian monk who established the first laws and principles of heredity	m
1008991	what's the forecast in celsius	n
938912	when did hitler come to power germany	m
1081308	what flight school did bessie coleman attend	f
1029056	who invented the first mechanical computer	n
1002425	where was george washington from	m
990136	who is king charlemagne	m
174590	dogs pee pee prednisone	n
1040061	what is the elmer story	n
341716	how tall was bill clinton	m
936859	when can you wean puppies	n
1011630	what was winston churchills?	m
1033973	who is james arthur	m
198954	has jk rowling won any awards	f
1051270	who sings it's just a little crush	n
939287	when did john lennon get shot	m
405542	is caroline kennedy divorced	f
1026359	who did charles barkley play for	m
988519	who is whit bissell	m
1070279	why is galileo referred to as the first modern scientist	m
1037283	who is professor faber	m
1038886	who is suzanne crough	f
1085819	what company did bill gates co found	m
951540	when is president john adams birthday	m
1007287	when did ben franklin create electricity	m
415600	is kim il sung still president of korea	m
1024009	what nickname was president roosevelt given	m
1039823	who is the crocodile rocker	n
959685	when was saint dymphna born	f
261701	how long has it been since diane princess died	f
1004020	when is marcus vipsanius born	m
1082831	what does the ceo stand for meg whitman	f
989875	who is meek mill	m
1055263	who was prince influenced by	m
616542	what day did the titanic leave	n
990799	who is edward teach	m
990302	who is joan morgan austin mn	f
743938	what is engelbert humperdinck's real name	m
1059326	who wrote the summoner series	n
262085	how long is a cats gestational period	n
1037087	who is phoebe price movies	f
1002885	when was liza koshy born? and where?	f
481783	princess diana was still alive when car crashed	f
213481	how did george washington die and what date	m
900682	what team plays cozart	n
1083850	what does ey	n
1038637	who is st elizabeth ann seton	f
858774	what is uiu/ml	n
811155	what is the claim of the martin luther king speech	m
987038	who was billy jack	m
1035568	what is the name of the little piece of skin under your lip connected to your gums	n
1064013	what is alexander graham bell's birthday	m
1084988	what did rosa parks parents do	f
980635	where is count dracula's castle located	m
1060221	what is bear payne's middle name	m
1038299	who is seth barnes	m
539744	was bonnie parker married	f
1089711	the story of hamilton	m
337628	how old was sally field on the flying nun	f
1097532	how many books did mary downing hahn write	f
344712	how to be in a healthy and happy relationship	n
1002879	where was madonna born?	f
1089600	"""address for melody oeth,  mt vernon,  in"""	f
1010636	what year did taylor swift's first album come out	f
1006623	when did john mauchly die	m
989092	who is the actress of felicity penelope in criminal minds	f
1003737	where was the first mosque built in the usa?	n
618570	what did President Eisenhower do to promote civil rights	m
1032497	who is eileen davidson's character on days of our lives	f
1095157	how old is sheree paolello	f
414935	is janee harteau native american	f
1085913	what civil rights unrest was maya angelou involved in	f
1096692	how many seasons of shin chan	n
1097656	how long was judith resnik on the challenger	f
1063506	why did the kkk drop	n
1053449	who was born in 1738	n
800507	what is style con	n
1082324	what economy does john maynard keynes support?	m
1078560	what hospital did joan rivers die in?	f
645643	what does pimple on chin mean	n
918611	what was john adams most known for	m
290359	how many nfl super bowl rings does tom brady	m
1052781	who sung half & half theme song	n
1094571	in venezuela simon bolivar was known as what	m
990666	who is fkj	n
1087851	what album is rihanna work from	f
991012	who is currently married to rebecca romane	f
1052382	what is kevin spacey doing now	m
840711	what is the prim	n
1050224	who sang the song stay with me	n
402835	is angelina jolie dead	f
444037	lyrics like a lovely melody that everyone can sing	n
1028639	what is winston churchill military	m
1087303	what are some athletics in germany	n
245964	how long do labs grow	n
83620	cast of the real housewives of new york	f
919162	what was roald dahl's adult life like	m
78248	can you have sex with clothes on	n
864171	what is yayo the drummer birth name	m
631305	what does aja mean in hindu	n
1019786	what states have moose?	n
131137	definition gross wages	n
311047	how much does a professional athlete get paid	n
1096666	how many songs do iggy azalea	f
489827	romantic period violin music	n
551147	what age does baby start to try to dress self	n
1006219	when did robert morris get admitted to the ma bar	m
959616	when was robert de la salle born	m
899760	what superbowl is in 2016	n
1032236	who is dolly parton	f
1007199	when did captain phil harris die	m
795548	what is shakespeare known as	m
454339	minimum calories daily	n
989449	who is rhonda rousey married to	f
935003	when a baby is laying breech lich	n
1033506	who is hector elizondo	m
1053071	who voices jake jr	m
461387	name meaning for levi	m
1042862	who is william kamkwamba?	m
1006605	when did johnson dismiss stanton	m
1096361	how much did lebron james donate	m
443062	lost planet 2 how to be diffrent charters	n
834602	what is the name of famous painting	n
1096129	how much does donnie wahlberg make	m
1099551	how did harry carey die	m
1053849	who was elizabeth blackwell?'''''''''''''	f
22056	are digital prostate exams recommended	n
991313	who is annie pearl avery?	f
1034546	who is jonas a clark	m
986496	who was mary jackson	f
1034590	who is joseph plunkett	m
1033162	what is the real name for snow in summer	n
945984	when does baby's heartbeat	n
939700	when did maya angelou die	f
655579	what does.the name vivienne mean	f
1046461	what is sean astin's net worth	m
1010174	what year was president trump born	m
1028191	who has hillary clinton killed	f
1093646	l.a. population	n
989203	who is scott borchetta	m
433131	jews live in germany now	n
332889	how old are is master chief?	n
900566	what team does lebron james jr play for	m
989937	who is margaret fuller	f
214039	how did malcolm x change people lives	m
1054195	what is harriet tubmans mi	f
1095235	how old is eliza taylor	f
990598	who is grande communication	n
1091025	ribbons definition	n
938860	when did haydn die	m
447083	meaning name of ellie	f
143681	did dale earnhardt die immediately	m
457929	most famous post impressionist paintings	n
1053936	who was evita peron?	f
461095	naia definition	n
956159	when to use ellipses correctly	n
566446	what are summer months in australia in usa	n
1088900	volume and surface area of a sphere archimedes	n
1086341	what can littering cause	n
1002750	where was julius caesar killed in rome	m
1062480	why did george c scott refused the oscar	m
1013560	what university did lebron james donate to	m
970190	where did william wegman live	m
988924	who is the comedian on ellen today	f
1088032	weight when a calf is born	n
1059311	what is britney spears worth	f
1032295	who is dorothy want	f
428063	is there a device that i can hook up?	n
1023833	who are gwyneth paltrow's parents	f
538149	voice jungle	n
1095264	how old is adam rippon	m
1085162	what date did king george iii	m
1046710	who played grace on will and grace	f
335419	how old is jordi el nino polla	m
987635	who sang don't let me down	n
992027	who did julia roberts marry	f
540262	was john lennon considered legally blind	m
1027402	who does the progressive commercials	n
1092507	most famous photograph of che guevara	m
1038577	who is sophie lasry	f
1073763	why princess diana was killed	f
916802	what village was abdul rahman from	m
978181	where is billy bob thornton from	m
990264	who is joshua cooper ramos	m
938046	when did dave thomas die	m
16922	amg rap name meaning	n
1042195	who is the world heavyweight champion	n
958370	when was johnny carson born	m
421313	is popping your ears bad	n
144437	did macbeth become king of scotland	m
923811	what were robert hooke's accomplishments	m
449790	meaning of the name hannah in islam	f
1055294	who was rasputin	m
308061	how much do you get paid for jury duty	n
990509	who is harry kane?	m
990800	who is edward bloom in big fish	m
979165	"""where is california,  md"""	n
988116	who played barbara gordon	f
402671	is an led nightlight safer	n
382489	how to tell a coworker you appreciate them	n
1101317	dithering definition	n
200552	hebrew name milkah meaning	f
887675	what political party did bernie sanders run	m
978670	where is brenda az	f
1041130	who is the new han solo actor	m
1035327	who is lily from at t commercial	f
422139	is rachael ray getting divorce	f
987790	who really killed jonbenet	f
936137	when can a dog get a parvo shot	n
1036201	what is the microsoft co	n
31551	average calories burned per day	n
279378	how many children does mark wahlberg have	m
990192	who is keith olbermann	m
1041739	who is the simpson actress who died	f
488856	rh factor definition	n
1003182	where was pom klementieff born?hhhhhh	f
938628	when did george martin die	m
1095793	how much is stephen king's net worth?	m
679865	what is a crook in music	n
1097561	how many babies do killer whales have	n
937186	when did amelia break altitude record	f
990791	who is ellen hopkins	f
724815	what is blossom the tv show	n
991543	where is richard dutrow	m
105550	cost of microabrasion for teeth	n
998751	where is james c neill from	m
936440	when can i take a puppy for walk	n
1085155	what date id franz ferdinand killed	m
1032584	who is elizabeth macdonough	f
937119	when did airbnb start	n
903615	what the name off the war when the atomic bomb was dropped on japan	n
1095227	how old is george clooney	m
321675	how much is anna kournikova worth	f
1086814	what are the stages for cancer of the pancreas	n
1047497	who played willy loman in death of a salesman	m
1002683	when was shubham banerjee born	m
894455	what side do you wear a hawaiian flower	n
1002632	where was jane austen buried	f
519519	the world doesn't owe you anything quote	n
973311	where does kirsten dunst live	f
583094	what cap will vlad guerrero wear in the hall of fame	m
989091	who is the actress who plays on game of thrones?	f
940049	when did newton discover theory of light and color	m
5476	Pelvic inflammatory disease (PID) is an infection that is often caused by a sexually transmitted disease.	n
1058909	who wrote the earliest works of greek literature	n
1020120	what sport did bill russell play	m
1039007	who is teddi of the real housewives of beverly hills	f
1042284	what is the council of vocations	n
990766	who is erik erikson	m
1002866	when was mark morris born	m
567740	what are the booster seat laws	n
1013126	what was andrew jackson most known for in history	m
1094813	how was harriet involved in the combahee river raid during the civil war? what happened?	f
479921	preston burke real name	m
1031914	who is dark vader?	m
1095036	how tall is actor henry simmons	m
1095154	how old is sofie dossi now	f
1030260	who is aubrey plaza	f
1093206	marine who saved howard hughes	m
578078	what awards have whoopi goldberg won?	f
830058	what is the max amount for a pell grant	n
1074716	why was anne frank caught	f
13878	age of shepard smith	m
1050482	who sells joe boxer underwear	m
1035980	who is meghan markle	f
940628	when did sally ride first go into	f
84726	causes excessive sweating	n
666083	what happens if you eat food someone coughed in	n
856136	what is tina marie real name	f
461287	name lizette means	f
254545	how long does it take for sperm to.reach the egg	n
1100629	fastest rap song ever	n
1000634	where did franklin d roosevelt live as a kid	m
18412	annebelle sanchez wife	f
335877	how old is mark knaub hershey pa	m
1088825	was mansa musa a king or emperor	m
443482	lucy's last birthday	f
1056429	what is donald trump's car?	m
882606	what occurs during cytokinesis of a cell cycle	n
361924	how to get menstrual cycle to start	n
70803	can life estate deed be changed	n
217949	how do i figure my normal bmi	n
1033224	who is gloria borger	f
1034330	who is jimmie vaughan	m
162886	does all alzheimer patient always forget who everyone is ?	n
1091780	pelvis types	n
1048849	what is oprah wi	f
273067	how long was charles manson sentenced for	m
666989	what happens when a poodle poops diarrhea	n
926374	what year did jefferson die	m
757768	what is impression stamp	n
335069	how old is gustaf skarsgard	m
1071317	what is a litman test	n
1048848	what is oprah winfrey's net wo	f
1077324	what inspired lillian wald to be a nurse	f
1027325	who does nene leakes hair	f
991102	who is brent spiner	m
213003	how did caleb brately die	m
1095188	how old is mark harmon actor?	m
1055114	who was pepin the short	m
425295	is tatyana ali married	f
946366	when does duncan die in macbeth	m
684624	what is a genotype?	n
420814	is peter falk actor still living	m
517090	the meaning of name ellie	f
774204	what is mulan princess personality type	f
986344	who was richard henry pratt	m
48580	bandaged punisher	n
619119	what did hernan cortes die of	m
1099499	how did thomas edison invention of a light bulb affect industry	m
1018902	what tests are done for blood in urine	n
79831	can you still have your period if your pregnant	f
1024196	who are the jacobites	n
1030183	who is armie hammer	m
1022169	what prison was nelson mandela kept in	m
1094049	is pid always caused by sti	n
287599	how many legs on a crabb	n
143267	did amelia earhart fly alone	f
1046372	who played aunt bea	f
1012991	what was charles bronson's nationality	m
1019451	what team did nikola jokic get drafted to	m
195741	goober slang definition	n
236177	how is alexander the great died	m
1054150	what is helen keller's favorite color	f
125666	define preoccupy	n
892333	what scale is a barbie doll house	f
1082980	what does sonic blast do to people	n
903201	what the age of a teenager to stay at home by them self	n
1038383	who is sheri rose shepherd?	f
1000640	where is your l1 in your spine	n
475091	physical health effects of stress	n
1094367	ayanna williams age	f
1038316	who is shah rukh khan	m
1057124	who was william hull	m
1053363	what is injected for veins	n
636058	what does dissembling mean	n
1096170	how much does a yoga instructor make a year	n
475521	pinworms symptoms	n
1036477	what is the meaning of resurrect	n
680584	what is a decken	n
1090714	sia meaning in hindi	n
927393	what year frederick douglass die	m
1096482	how many years has suge knight been in jail	m
1001944	where was allen ginsberg born	m
335630	how old is kyla pratt	f
949939	when is cotton harvested in oklahoma	n
570254	what are the fundamental units of inheritance?	n
89039	causes of watery blood	n
986506	who was lorraine hansberry's g	f
85684	causes of bv	n
1038846	who is sunset shimmer	f
184661	facts about elvis presley death fake	m
140934	denise name meaning	f
1022325	define administratrix	n
120437	define disposition in law	n
946045	when does bleeding stop after menopause	f
896838	what species of sharks give birth to live young	n
956453	when was Leonard Cheshire born	m
1098311	how long does it take for a beef cow udder to dry up after weaning	n
1093707	kazoo definition	n
1020222	what song did kandi burruss write	f
561942	what are mollys	n
69589	can i see my hemmorhoids	n
241633	how long can bleeding after period last	n
393850	in what city is lourdes in france located	n
989111	who is sylvester	m
900643	what team is ken norton working for	m
330080	how much water do dogs need	n
994235	which is the most common inherited bleeding disorder?	n
985485	who wrote comedy plays in ancient greece	n
847196	what is the smallest height in the world	n
1051433	who sings my little runaway	n
1092659	mirror definition	n
1092963	meaning of samurai in japanese	n
1065211	what is a wet nurse?	f
1054866	who was married to jennifer lopez	f
1090262	symptoms of extreme urinary frequency with ovarian cancer?	f
179052	effexor for menopause symptoms	f
965710	where are magp[ies	n
1002202	where was curt schilling born	m
1083283	what does paternalism do	n
704493	what is a turp	n
1073555	why name renesmee	f
991579	where is rickie fowler	m
669828	what house is rose weasley in	f
1021325	what school did michael jordan go to	m
992005	who did obama award medal of honors to	m
988907	who is the designer of gucci who was killed	m
1088813	was the florida shooter a registered democrat	n
1097994	how long is a formula bottle good for	n
918490	what was hitler's reaction to the terms of the treaty of versailles	m
898470	what states have reported zika in the united states	n
1002275	where was doris day born and raised	f
1101838	won is michael jackson's birthday?	m
876694	what mean goer	n
1096899	how many months in a year song	n
1003369	when should i take my kids in to see doctor when they have fever	n
418639	is mr. bean dead	m
819662	what is the ear acupuncture for	n
1099777	host of hln	n
399302	is Jordan spieth a christian	m
1037777	who is rob zombie	m
1098730	how long are lionesses pregnant	f
1012027	what was the name of the group that opposed johnson in reconstruction	m
988350	who opened the first research laboratory	n
21232	are black widow spiders dangerous	n
167543	does injection methotrexate reduce side effects	n
1035691	who is marianne faithfull	f
1085902	what class was uss texas	n
1097531	how many books has avi written	m
245875	how long do instagram users spend per visit	n
694755	what is a physicalh eunich	n
980248	where is cocoa grown	n
468820	once upon a time season 4 cast	n
1002441	define verdure	n
1055984	what is eloise greenfield achievements	n
1005335	which antacid during pregnancy	f
1095180	how old is oscar von memerty	m
535373	vaginal dryness causes	f
1036522	who is nick lachey	m
456529	most career wins by a coach in nba	n
259240	how long does pitbulls live for	n
1036446	who is neil armstrong	m
864502	what is your last name nicholas in german	m
989477	who is renee lane	f
1084931	what did walt disney draw	m
1051774	who sings the beach song do the bop	n
531641	um what's the happiest people in the world.	n
191478	francisco pizarro definition	m
446762	mcm instagram meaning	n
334499	how old is brian johnson	m
1096531	how many weeks is considered a miscarriage	f
1099491	how did wilson die	n
763840	what is kuudere	n
490673	ruksana name meaning	f
78140	can you have a period after menopause	f
537671	vita sidorkina listal	n
464031	newest disney princess	f
1002146	when will gambit be released	n
430632	is valsartan a diuretic	n
926396	what year did jim croce die	m
660240	what food contain glutamic acid	n
253080	how long does it take for a missed miscarriage to pass naturally from when bleeding starts	f
1083412	what does mnpt mean	n
991055	who is chaucer	m
214075	how did martin luther king jr changed history	m
15879	alma matters what does it mean	n
320058	how much gas does hyundai sonata takes	n
925707	what would you feed a newborn kitten in emergency	n
186162	feeling sick early pregnancy symptoms	f
186420	ferrari car price	n
1085552	cardi b how old	f
443435	lu surname meaning	n
1042732	who is vlad the impaler	m
932372	what's the meaning of syncretism	n
188375	folies-berg re definition	n
1024314	what nationality is daddy yankee	m
756226	what is hume's theory of self	m
214245	how did nightingale use research	n
214319	how did paul revere die cause of death	m
618938	what did ernest hemingway drink	m
177192	earliest pregnancy symptoms	f
942718	when did tolkien die?	m
985475	who wrote land of hope and glory	n
336664	how old is tennys sandgren	m
1102097	why is israel so important	n
1097654	how long was martin luther king's speech	m
985780	where is kevin gates born	m
1004005	when is miguel birthday	m
846711	what is the significance of snape's patronus	n
1004385	when does the new grey's anatomy come on	n
576975	"""what are weight,  height standards of runway models"""	n
691246	what is a mixer for whiskey	n
1036954	who is paul simon	m
668104	what has protein for babies	n
988432	who makes smart ones	n
834803	what is the name of the actor that plays rosita	f
1082800	what does the flu shot consist of	n
1075563	what is a clapper	n
1011799	which is one way that people benefit from equal treatment under the law?	n
559097	what are foxes like	n
488810	revolution the beatles meaning	n
986311	who was sylvester judd	m
1035919	who is matty johnson	m
145322	did the eleusinian mysteries survive	n
1014037	which nfl punter has highest average punt for career	n
1016260	what type of art did wassily kandinsky paint	m
986697	who was james dean in love with	m
986780	"""where is logan square,  illinois?"""	n
1034032	who is james roday	m
892104	what ruin means	n
830744	what is the meaning of aditi	f
617313	what defines a bad parent	n
1096736	how many pounds should you gain the first few weeks of pregnancy	f
983002	where is frisco texas	n
1048501	who plays reign on supergirl	f
960062	when was swiss family robinson made	n
170176	does period affect breastfeeding	f
997850	where is shawn mendes from	m
667580	what happens when you drink while pregnant	f
565683	what are some of the treatments for prostate cancer	m
1038738	who is steve bing?	m
118706	define cankle	n
452629	menopause hot flashes how long does it last	f
743842	what is endometrial hyperplasia unspecified	n
128651	define uncouth	n
988280	where is morgan run resort	m
1047479	who played vic fontaine on deep space nine	m
970140	where did versace die	m
1095009	how tall is kate upton and weight	f
1097129	how many games did jackie robinson play	m
475551	piquing definition	n
495976	short term disability leave how many days	n
1003500	where was the 2013 nfl draft	n
1050409	who sang you light up my life	n
918231	what was dropped on hiroshima and nagasaki	n
1084211	what does arista mean	n
1098392	how long does a released ovulation egg last	f
747180	what is fiefs	n
1022357	what political party was herbert hoover part of	m
1041077	what is the diep flap precautions	n
1015659	what type of dog is martha in martha speaks	f
1002607	when was the cons france terrorist attack?	n
668619	what helps low testosterone	m
668404	what helps a busted lip	n
1086687	what are the we bee gees	n
1085019	what did ignaz semmelweis discover	m
1040784	who is the lead singer of lorde?	f
1034789	what is the ovaries	f
334001	how old does a dog have to be to breed	n
1072053	what is a husband	m
635199	what does crate trained mean	n
1029034	dalian developer	n
1068735	what is a prostate and where is it	m
410761	is gabapentin harmful	n
200828	helen mccole bartusiak	f
389504	humphrey bogart cause of death	m
1016651	define earth	n
522128	toddler diarrhea causes	n
1093095	meaning of cain's name	m
1001614	where are nathan's hot dogs made	m
1098644	how long can my cough last	n
986318	who was stubby	n
1095223	how old is harrison ford?	m
1090336	sue desmond-hellmann salary	f
341598	how tall is tupac	m
67057	can endometrial polyps cause pain	f
213102	how did christopher reeve die	m
637699	what does floating horse's teeth mean	n
1096730	how many puppies in a bichon frise litter	n
1068848	why has target changed their color	n
1099514	how did the roosevelt corollary subvert the monroe doctrine?	n
1098747	how long ago were the vikings exploring	n
1044305	who makes smurfs movies	n
849543	what is the symptoms of a prolapse	n
386228	how to wear hair with off shoulder dress	n
956674	when was ancient egypt	n
646258	what does prolactin do	n
1051735	who sings sugar sugar	n
1021561	what role did navarro play in the texas independence	m
987624	who sang higher ground	n
866790	what kind of car does macaulay culkin drive	m
1033726	who is ileana ros lehtinen	f
1009096	which english city was shakespeare born	m
641530	what does it mean when your period is really lite	f
326271	how much pounds will gain during pregnancy	f
619258	what did john locke value	m
405307	is cancer in situ localized	n
990633	who is geronimo stilton	n
1007085	when did daniel keyes die	m
1039003	who is ted mosby	m
1090562	solitary definition jail	n
1028677	who invented duct tape wiki	n
852456	what is the urban definition of a princess	f
998828	where is tory larenz from	m
83386	cast of hansel and gretel	n
1083086	what does sabotage mean	n
988974	who is the chairman's uncle on iron chef america?	m
160127	do you count your pregnancy weeks by conception or missed period	f
55140	body temperature pregnancy symptom	f
1014706	which of the following explorers led a voyage that ultimately circumnavigated the globe?	n
989323	"""where is norma,  la"""	n
1003332	define the location of the human liver	n
991132	where is punjab	n
428629	is there a trent state park in pa	n
990278	who is john o' neil	m
1050792	who sings because i want to fall in love	n
1102004	why is the venus	n
80205	can you test a day before missed period	f
334650	how old is chloe moretz	f
998918	where is greenwood la	n
1043683	what is the book emma by jane austen about	f
340602	how tall is a mature giraffe	n
459659	most well known entrepreneurs	n
1038894	what is the glandular tissue and where is it located	n
1094135	is herceptin an aromatase inhibitor?	n
992054	who did carter run against for president	m
987770	who refused to leave mt st helens	n
242561	how long can someone live without water	n
292843	how many people signed declaration of sentiments	n
248585	how long do you pie blood after bladder op	n
143488	did britain know the us would drop an atomic bomb	n
1097847	how long should i cramp while pregnant	f
987400	who sing la la la old song	n
996412	where was loretta lynn born?	f
987337	who sings games	n
1052127	what is legal age for consent in michigan	n
1084069	what does clean hands mean	n
1086629	what are tom animale	n
1039252	what is the function of mitosis in a cell that is about to divide?	n
1028177	who has eric hosmer	m
881718	what network is supergirl on	f
388314	how wide is a golf ball?	n
1004251	allure of the seas cruise ship specs	n
95844	common symptoms seen in hiv	n
1096098	how much does it cost to do taxes?	n
18757	another name for excessive bleeding	n
599543	what company makes flonase	n
1002322	when was ufc 2	n
1035706	who is mario	m
331093	how much zinc to take when pregnant	f
1047840	what is prison like	n
1027778	who fought general lee	m
985434	who wrote self reliance	n
1005583	when do babies pick up stuff	n
952035	when is testosterone too low	n
898202	what state was grover cleveland elected from	m
940389	when did president roosevelt die?	m
1000173	where does barron trump go to school	m
205490	horse time of ovulation	f
473840	perplexed definition	n
214623	how did skip waters die	n
1095833	how much is lara flynn boyle worth	f
1089313	types of human rights violation	n
1100813	enrique means what in english	m
24039	are original loan docs required to be kept	n
1017419	what to do if cockatiels is sick	n
1029380	who is a billionaire	n
988181	who owns truth or fiction?	n
1092044	occurrence population for hiv	n
894280	what show is lou dobbs on?	m
1092926	meaning of the word jessie	n
1023861	who are jeff dunham?	m
619055	what did gold miners go through	n
663278	what gen is spoink	n
597024	what college did james monroe	m
1029610	who is actor sudheer	m
1035117	who is larry keigwin	m
1025994	what labs and symptoms for appendicitis	n
390284	i pound gold how many grams	n
1090514	bojangles breakfast hours	n
1037908	who is rosario dawson curr	f
335471	how old is justin bieber now	m
551085	what age do you wean kittens	n
960851	when was the first cell phone called	n
551153	what age does bph start	n
990235	who is julia b	f
540601	was richard nixon an alcoholic	m
273284	how long will a feral cat disappear after surgery	n
795449	what is sexism	n
940777	when did shoes that fit start	n
489070	richard wright education what school you attend	m
336658	how old is taylor reilly	f
1002273	where was donald trump from	m
945642	when does a blighted ovum miscarry	f
1058695	who wrote sometimes love just ain't enough	n
879464	what movies did amy adams star in	f
1057154	what is das for	n
735926	what is crippling arthritis called	n
179740	ellianna name meaning	f
200542	hebrew meaning of wilderness	n
1034404	who is john brandis	m
531124	typical weight gain in pregnancy	f
551801	what age should i transition out of crib	n
539807	was charlie chaplin an artist?	m
1097379	how many champions did bob knight win	m
1099102	how early can you feel flutters in pregnancy	f
1087880	what age to babies begin babbling	n
1051509	who sings paper dolls with rob thomas	m
341809	how tall was tupac?	m
815745	what is the definition paternity	m
1037348	who is rabbi schneider	m
928505	what year was the movie i can do bad all by myself (play) released	n
1102065	why is my urine crystal clear?	n
1002620	where was james chaney buried	m
936673	when can you feel your baby kick in pregnancy	f
331700	how often do you feed newborn	n
905010	what time is it in runcorn uk?	n
1061886	why chris pratt divorce	m
1046479	who played catwoman	f
351087	how to comfort a kitten	n
1047536	who plays abby donovan	f
1003377	where was shane harper born	m
249167	how long does a cough last in infants	n
445637	marriage is an icon of god's love for us	n
1054559	who was john dee the astrologer	m
1082860	what does terrie mean	n
993189	which scientist proposed the first formal theory of continental drift?	n
27799	at how many months do babies start saying word	n
655287	what does write a citation mean	n
1002321	when was vaccine for aids invented	n
1011022	what year are the polka dots dresses	n
947836	when does thanksgiving	n
1003314	when to give a baby yogurt	n
1013595	what types of vegetables do budgerigar love	n
1100691	explorer who completed the circumnavigation of	n
958438	when was kennedy assassinated	m
831508	what is the meaning of spinster	f
269027	how long to cook a 1 1/2 pound pork roast in a bag in the oven at 400	n
644439	what does npsf stand for	n
988870	who is the don in mafia	m
1004858	when does luther return	m
1025966	who created wreck it ralph	m
1038344	who is shauna niequist	f
825357	what is the humanitarian award	n
617213	what decade did the innocence project begin	n
1095134	how old is warren jeffs?	m
1010770	what year did mesopotamia begin	n
77110	can you eat bacon when pregnant	f
1097289	how many days between dogs coming in heat	n
1003866	when is ride the rockies	n
986400	where is leah messer live	f
222550	how do you give someone time and space without losing them to another person	n
1012899	what was dr seuss' nationality	m
1096355	how much did the nra give to the trump campaign?	m
1002314	when was vinci italy established	n
1002635	when was the chanel flap bag created	n
213548	how did harriet tubman help the slaves ?	f
1028416	who hit the first home run for baltimore orioles	m
1084753	cast of santa clause	n
896214	what snl actor was on the office	n
428786	is there always implantation bleeding and cramps when pregnancy begins	f
1095247	how old is charles robinson	m
1059492	who wrote. if i ever get lucky. merles song	n
795664	what is shawty mean	n
1073039	what is a gem report?	n
195599	gold the tenrec	n
1099971	hg pregnancy sickness	f
986593	where is lil wayne from	m
1092340	nakoa name define	n
28256	at what age do puppies get first set of shots	n
749758	what is gabrielle	f
1093257	macy name origin meaning	f
17746	analects of confucius	n
771035	what is menorrhagia mean	n
445530	mark zuckerberg dropout harvard	m
298441	how many times has a la lakers player been awarded mvp	n
1027824	what kind of bull was bodacious	n
1082708	what does the name oceania mean in geography	n
986337	who was samuel jones	m
925789	what year were hot rods made	n
410027	is fenugreek safe for pregnancy	f
1090285	symptoms for premenopausal	f
1012738	what was king's most famous speech	m
989552	who is princess diana's niece	f
267258	how long should soreness last after needles in back	n
70465	can itachi beat madara	n
1007176	which colony was governed by lord de la warr	m
819450	what is the dot called that indians wear	n
569311	what are the drupes	n
334843	how old is diplo	m
1092138	nreca how long does it take to get a loan	n
